# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
078 ;    0.363 ; -0.0678 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
079 ;    0.363 ; -0.0649 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
080 ;    0.363 ; -0.0649 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
091 ;    0.406 ;  0.0525 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s
094 ;    0.574 ;  0.8697 ; ED 1st FLAP sin
095 ;    0.873 ;  0.0226 ; ED 1st EDGE sin - ED 1st EDGE cos
096 ;    0.904 ;  0.5647 ; NoMax - ED 1st FLAP cos - ED 1st FLAP sin - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
097 ;    1.326 ;  0.0161 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
098 ;    1.699 ;  0.0233 ; ED 1st EDGE coll. - ED Drivetrain-rot
099 ;    1.742 ;  0.1970 ; ED 2nd FLAP sin - ED 2nd FLAP cos
100 ;    2.075 ;  0.1507 ; ED 2nd FLAP coll.
101 ;    2.173 ;  0.1567 ; NoMax - ED 2nd FLAP sin - ED 2nd FLAP cos - ED 2nd FLAP coll. - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
102 ;    2.919 ;  0.0199 ; ED 2nd tower FA
103 ;    2.956 ;  0.0109 ; ED 2nd tower SS
104 ;    3.941 ;  0.0542 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
105 ;    6.151 ;  0.0457 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
015 ;    0.236 ;  0.6967 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
016 ;    0.236 ;  0.6967 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
017 ;    0.236 ;  0.6973 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
018 ;    0.236 ;  0.6973 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
019 ;    0.236 ;  0.6997 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
020 ;    0.236 ;  0.6997 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
021 ;    0.236 ;  0.7035 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
022 ;    0.236 ;  0.7035 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
023 ;    0.236 ;  0.7106 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
024 ;    0.236 ;  0.7106 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
025 ;    0.237 ;  0.7224 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
026 ;    0.237 ;  0.7224 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
027 ;    0.237 ;  0.7380 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
028 ;    0.237 ;  0.7380 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
029 ;    0.238 ;  0.7575 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
030 ;    0.238 ;  0.7576 ; AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
031 ;    0.239 ;  0.7812 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
032 ;    0.240 ;  0.7814 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
033 ;    0.242 ;  0.8091 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
034 ;    0.242 ;  0.8096 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
036 ;    0.245 ;  0.8411 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
037 ;    0.245 ;  0.8416 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
038 ;    0.249 ;  0.8768 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
039 ;    0.249 ;  0.8774 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
040 ;    0.256 ;  0.9147 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
041 ;    0.257 ;  0.9149 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
042 ;    0.268 ;  0.9519 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
043 ;    0.268 ;  0.9517 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
051 ;    0.352 ; -0.1883 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
052 ;    0.352 ; -0.1883 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
053 ;    0.353 ; -0.1819 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 18/s
054 ;    0.353 ; -0.1812 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
055 ;    0.354 ; -0.1681 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
056 ;    0.354 ; -0.1680 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 19/s
057 ;    0.355 ; -0.1562 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
058 ;    0.355 ; -0.1559 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 19/s
059 ;    0.356 ; -0.1428 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
060 ;    0.356 ; -0.1426 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
061 ;    0.357 ; -0.1287 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 19/s
062 ;    0.357 ; -0.1287 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
063 ;    0.358 ; -0.1166 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 19/s
071 ;    0.361 ; -0.0820 ; NoMax - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 10/s
073 ;    0.362 ; -0.0763 ; NoMax - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 9/s
075 ;    0.362 ; -0.0715 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 6/s
077 ;    0.363 ; -0.0678 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld cos, node 5/s
081 ;    0.363 ; -0.0632 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
082 ;    0.363 ; -0.0632 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
083 ;    0.363 ; -0.0623 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
084 ;    0.363 ; -0.0623 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
085 ;    0.363 ; -0.0617 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
086 ;    0.363 ; -0.0617 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
087 ;    0.363 ; -0.0615 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 2/s
088 ;    0.363 ; -0.0615 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 2/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 18/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 19/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 11/s
005 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 18/s
006 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 7/s
007 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s
008 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 13/s
009 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 7/s
010 ;    0.118 ;  1.0000 ; AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 9/s
013 ;    0.192 ;  1.0000 ; AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 15/s
014 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
035 ;    0.245 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
044 ;    0.287 ;  0.9823 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
045 ;    0.287 ;  0.9831 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
046 ;    0.312 ;  0.9979 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
047 ;    0.313 ;  0.9983 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
049 ;    0.344 ;  0.9986 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld cos, node 17/s
050 ;    0.344 ;  0.9985 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
089 ;    0.392 ;  0.9840 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
090 ;    0.396 ;  0.9802 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
092 ;    0.425 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
093 ;    0.425 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 20 - WS 8.0 - RPM 14.26 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
011 ;    0.122 ; -0.1736 ; ED Variable speed generator DOF - ED 1st FLAP coll.
013 ;    0.170 ;  0.6378 ; NoMax - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 18/s
048 ;    0.322 ;  0.0065 ; ED 1st tower SS - ED 1st FLAP cos - ED 1st tower FA
064 ;    0.375 ; -0.1204 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
065 ;    0.376 ; -0.1097 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
066 ;    0.376 ; -0.1095 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
067 ;    0.377 ; -0.1002 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
068 ;    0.377 ; -0.1001 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
069 ;    0.378 ; -0.0921 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
070 ;    0.378 ; -0.0920 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
072 ;    0.378 ; -0.0851 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
074 ;    0.379 ; -0.0793 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
076 ;    0.380 ; -0.0745 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
078 ;    0.380 ; -0.0706 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
080 ;    0.380 ; -0.0677 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
083 ;    0.381 ; -0.0650 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
084 ;    0.381 ; -0.0650 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
091 ;    0.407 ;  0.0549 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld sin , node 19/s
094 ;    0.590 ;  0.9197 ; NoMax - ED 1st FLAP sin - ED 1st FLAP cos - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 18/s
095 ;    0.862 ;  0.0232 ; ED 1st EDGE sin - ED 1st EDGE cos
096 ;    0.913 ;  0.6066 ; ED 1st FLAP sin
097 ;    1.338 ;  0.0161 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
098 ;    1.701 ;  0.0233 ; ED 1st EDGE coll. - ED Drivetrain-rot
099 ;    1.733 ;  0.2159 ; ED 2nd FLAP sin - ED 2nd FLAP cos
100 ;    2.079 ;  0.1643 ; ED 2nd FLAP coll.
101 ;    2.185 ;  0.1686 ; NoMax - ED 2nd FLAP sin - ED 2nd FLAP cos - ED 2nd FLAP coll. - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
102 ;    2.918 ;  0.0207 ; ED 2nd tower FA
103 ;    2.957 ;  0.0109 ; ED 2nd tower SS
104 ;    3.942 ;  0.0544 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
105 ;    6.151 ;  0.0462 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
016 ;    0.246 ;  0.6775 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
017 ;    0.246 ;  0.6775 ; AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s
018 ;    0.246 ;  0.6781 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
019 ;    0.246 ;  0.6781 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
020 ;    0.246 ;  0.6805 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
021 ;    0.246 ;  0.6805 ; AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s
022 ;    0.246 ;  0.6844 ; AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s
023 ;    0.246 ;  0.6844 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
024 ;    0.246 ;  0.6916 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
025 ;    0.246 ;  0.6916 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
026 ;    0.246 ;  0.7036 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
027 ;    0.246 ;  0.7036 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
028 ;    0.247 ;  0.7195 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
029 ;    0.247 ;  0.7195 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
030 ;    0.247 ;  0.7394 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
031 ;    0.247 ;  0.7396 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
032 ;    0.248 ;  0.7638 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
033 ;    0.248 ;  0.7641 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
034 ;    0.250 ;  0.7926 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
035 ;    0.250 ;  0.7932 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
036 ;    0.253 ;  0.8260 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
037 ;    0.253 ;  0.8268 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
038 ;    0.257 ;  0.8636 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
039 ;    0.257 ;  0.8647 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
040 ;    0.263 ;  0.9040 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
041 ;    0.263 ;  0.9047 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
042 ;    0.274 ;  0.9448 ; AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s
043 ;    0.274 ;  0.9445 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
051 ;    0.367 ; -0.1935 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
052 ;    0.367 ; -0.1935 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
053 ;    0.368 ; -0.1871 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
054 ;    0.368 ; -0.1863 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
055 ;    0.369 ; -0.1729 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
056 ;    0.369 ; -0.1729 ; AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
057 ;    0.371 ; -0.1608 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
058 ;    0.371 ; -0.1606 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 19/s
059 ;    0.372 ; -0.1472 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
060 ;    0.372 ; -0.1471 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
061 ;    0.374 ; -0.1329 ; NoMax - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
